Code,Group,Sub group,Section,Object,Sub object,Title,NBS Code,COBie,NRM1,IFC 2x3 TC1,IFC 4Add2 TC1,IFC 4x3Add2 TC1,CESMM
EF_50_75_65,50,75,65,,,Primary wastewater treatment,,EF_50_75_65 : Primary wastewater treatment,,,IfcDistributionSystemType.WASTEWATER,IfcDistributionSystemType.WASTEWATER,
EF_50_75_75,50,75,75,,,Secondary wastewater treatment,,EF_50_75_75 : Secondary wastewater treatment,,,IfcDistributionSystemType.WASTEWATER,IfcDistributionSystemType.WASTEWATER,
EF_50_75_80,50,75,80,,,Sludge treatment,,EF_50_75_80 : Sludge treatment,,,IfcDistributionSystemType.WASTEWATER,IfcDistributionSystemType.WASTEWATER,
EF_50_75_87,50,75,87,,,Tertiary wastewater treatment,,EF_50_75_87 : Tertiary wastewater treatment,,,IfcDistributionSystemType.WASTEWATER,IfcDistributionSystemType.WASTEWATER,
EF_50_80,50,80,,,,Dry waste treatment and disposal,,EF_50_80 : Dry waste treatment and disposal,,,,,
EF_55,55,,,,,Piped supply functions,,EF_55 : Piped supply functions,,,,,
EF_55_05,55,05,,,,Gas extraction and treatment,,EF_55_05 : Gas extraction and treatment,,,,,
EF_55_10,55,10,,,,Liquid fuel extraction and treatment,,EF_55_10 : Liquid fuel extraction and treatment,,,,,
EF_55_15,55,15,,,,Water extraction and treatment,,EF_55_15 : Water extraction and treatment,,,,,
EF_55_20,55,20,,,,Gas supply,,EF_55_20 : Gas supply,,,,,
EF_55_20_34,55,20,34,,,Fuel gas supply,,EF_55_20_34 : Fuel gas supply,,,IfcDistributionSystemType.GAS,IfcDistributionSystemType.GAS,
EF_55_20_45,55,20,45,,,Laboratory gas supply,,EF_55_20_45 : Laboratory gas supply,,,IfcDistributionSystemType.GAS,IfcDistributionSystemType.GAS,
EF_55_20_51,55,20,51,,,Medical gas and vacuum supply,,EF_55_20_51 : Medical gas and vacuum supply,,,IfcDistributionSystemType.GAS,IfcDistributionSystemType.GAS,
EF_55_20_60,55,20,60,,,Process gas supply,,EF_55_20_60 : Process gas supply,,,IfcDistributionSystemType.GAS,IfcDistributionSystemType.GAS,
EF_55_30,55,30,,,,Fire-extinguishing supply,,EF_55_30 : Fire-extinguishing supply,,,,,
EF_55_30_30,55,30,30,,,Foam fire-extinguishing supply,,EF_55_30_30 : Foam fire-extinguishing supply,,,IfcDistributionSystemType.FIREPROTECTION,IfcDistributionSystemType.FIREPROTECTION,
EF_55_30_35,55,30,35,,,Gaseous fire-extinguishing supply,,EF_55_30_35 : Gaseous fire-extinguishing supply,,,IfcDistributionSystemType.FIREPROTECTION,IfcDistributionSystemType.FIREPROTECTION,
EF_55_30_96,55,30,96,,,Water firefighting supply,,EF_55_30_96 : Water firefighting supply,,,IfcDistributionSystemType.FIREPROTECTION,IfcDistributionSystemType.FIREPROTECTION,
EF_55_30_98,55,30,98,,,Water fire suppression supply,,EF_55_30_98 : Water fire suppression supply,,,IfcDistributionSystemType.FIREPROTECTION,IfcDistributionSystemType.FIREPROTECTION,
EF_55_40,55,40,,,,Steam supply,,EF_55_40 : Steam supply,,,,,
